,text,score,magnitude
0,"well nicest day whatever enjoy edinburgh scotland dentist smile…
",90.0%,90.0%
0,"world    new cases   new deaths    cases   d…
",20.0%,20.0%
0,"roger johnson combeover bbcbreakfast making ridiculous points excuses govt response to…
",-70.0%,70.0%
0," new cases puducherry tally  active cases  toll rises   deaths health…
",-20.0%,20.0%
0,"wish speedy recovery shivrajsinghchouhan ji tested positive prayers are…
",-10.0%,10.0%
0,"business due fashion industry hungry government needs consider stimulus pa…
",-30.0%,30.0%
0,"amid deteriorating situation ganjam body cop left unattended several hours repor…
",-70.0%,70.0%
0,"join live conversation spiritual guru sister shivani talks living world t…
",30.0%,30.0%
0,"sitting empty train london passing empty platforms something thought would never see stark r…
",-50.0%,50.0%
0,"patna need blood type group royal jospital blood component need plasma recovered pat…
",-20.0%,20.0%
0,"narrative  subtly changing prepared heavy  wave …
",0.0%,0.0%
0,"dmk president mk stalin appoints n sittarasu chennai west district secretary place j anbazhagan died last month
",-60.0%,60.0%
0,"governments losing support handling
",-80.0%,80.0%
0,"eu ambassadors mission kasese meeting lodge owners tourism operators discuss impact …
",10.0%,10.0%
0,"help slow spread identify risk cases sooner selfreporting symptoms daily even y…
",50.0%,50.0%
0,"sun give phcngenerator lights sun wont rather go sola…
",-50.0%,50.0%
0,"bbcbreakfast propaganda mill continues defend governments complete hash planning…
",-20.0%,20.0%
0,"junk mail started appearing letterbox last week guess means things small…
",-80.0%,80.0%
0,"great see government learnt something proactiveness travel holidays
",90.0%,90.0%
0,"wtf bbcbreakfast defending governments approach tackling virus
",-70.0%,70.0%
0,"exclusive eu eyes vaccines less  shuns wholed alliancesources new york times
",10.0%,10.0%
0,"toryshambles handling independent review “some time future” earth…
",-20.0%,20.0%
0,"visnamood repdennisbonnen tell kids riot rioters don’t get
",-70.0%,70.0%
0,"nsui activists tries lay siege cm yediyurappas residence shimoga detained video link …
",-70.0%,70.0%
0," daily new cases end summer daily new cases worldwide log scale …
",20.0%,20.0%
0,"needs done prioritize addressing violence women response recovery efforts e…
",-70.0%,70.0%
0,"regular sanitization prevent safeguard vector born diseases safetyfirst safeworkplace…
",0.0%,0.0%
0,"vaccs boy evangelista reported death convicted car theft syndicate leader raymond dominguez due to…
",-60.0%,60.0%
0,"webinar video clinical practice guidance primary care doctors presented dr sujeet rajan watch…
",0.0%,0.0%
0,"villageaid part fight prevent spread provided vital funding projects…
",20.0%,20.0%
0,"data visualization makes deaths feel personal whatif speculations favourites
",-10.0%,10.0%
0,"bihar nitishkumar collapsed  dire statemaha suffereing be…
",-30.0%,30.0%
0,"ever world needs physiotherapy world know needs globalpt rehabilitation
",0.0%,0.0%
0,"i’ve rarely enraged listening borisjohnson saying didn’t understand start of…
",-30.0%,30.0%
0,"air godhra  message n k rathod scientist crop protection kvk dahod corona…
",0.0%,0.0%
0,"trumpvirus certainly getting around realdonaldtrump told everybody drink inject bleach wa…
",-60.0%,60.0%
0,"saudiarabia deploying icts beyond
",0.0%,0.0%
0,"current count us  deaths—about additional  deaths  weeks …
",-40.0%,40.0%
0,"dominicraab sccleader wonderful people without doubt however ashamed it…
",-40.0%,40.0%
0,"wishing speedy recovery cm shivrajrajsingh hope understood corona virus a…
",20.0%,20.0%
0,"symptom duration risk factors delayed return usual health among outpatients multistat…
",-40.0%,40.0%
0,"temporary loss smell patients experience may dangerous generally presumed as…
",-70.0%,70.0%
0,"‘governing pandemic changes permanent says berlins mayor’ berlin berlincorona
",-10.0%,10.0%
0,"host private video meetings azure jitsi linux oss linux azurefamily
",20.0%,20.0%
0,"jamia explores selfreported symptoms twitter research resource
",10.0%,10.0%
0,"angelnookies neither wouldnt 
",-20.0%,20.0%
0,"rapidity antibody drop  weeks striking compared infections
",-10.0%,10.0%
0,"week really hectic sister tested positive affected parents well really th…
",-10.0%,10.0%
0,"world map shows pandemic
",0.0%,0.0%
0,"number people icu due usa
",-20.0%,20.0%
0,"singapore man admits chinese spy us  july  us canada details
",-70.0%,70.0%
0,"kills survive kill eventually get survive will…
",-60.0%,60.0%
0,"number people hospitalized due usa
",10.0%,10.0%
0,"world    new cases   new deaths    cases   d…
",20.0%,20.0%
0,"thank rboydbarrett  loreillysf taxi daa nta
",80.0%,80.0%
0,"go way exonerate john ioannidis johan giesecke scientists laughed at…
",-50.0%,50.0%
0,"vijayabaskarofl dear sir greetings day neighbour declared victim yesterday ou…
",-30.0%,30.0%
0,"china orders us shut consulate city chengdu reuters cc zorinaq remember th…
",-50.0%,50.0%
0,"news los angeles update mayor eric garcetti sees “small hopeful signs” pandemic …
",0.0%,0.0%
0,"news  cases found hillsborough schools year 
",0.0%,0.0%
0,"twitter sees record surge user numbers destroyed profits socialmedia
",-80.0%,80.0%
0,"parents concerned kids falling behind keeps schools shuttered poll kids childern
",-60.0%,60.0%
0,"parents concerned kids falling behind keeps schools shuttered poll kids childern
",-60.0%,60.0%
0,"inspired lil wayne love decided make smash pop song please check guys‼ ken…
",70.0%,70.0%
0,"students future state country become victims deadly virus an…
",-60.0%,60.0%
0,"rodhagen squigglyrick trust medical staff australia correctly establish cause death dont trus…
",-60.0%,60.0%
0," new cases  new deaths armenia  gmt coronavirusupdate coronaviruspandemic
",0.0%,0.0%
0,"wearthemask quarantinelife dotherightthing independence missouri
",0.0%,0.0%
0,"minister asks network providers offer free services nigerians palliative minister calls fo…
",-40.0%,40.0%
0,"loss smell taste ent brief perspective
",-50.0%,50.0%
0,"days cant even tell people remain positive ngoba ku wow ku tricky ku bird kuya complicathisheka…
",0.0%,0.0%
0,"pandemic impacting canadians’ living situations
",30.0%,30.0%
0,"loss around  transform life free consultation callwhatsapp us  weightloss…
",-20.0%,20.0%
0,"lysol running ads pandemic guess sales slumping huh
",-80.0%,80.0%
0,"bbcbreakfast disgrace actually government spokespeople arguing chairman bmi t…
",-80.0%,80.0%
0,"vegemyte kobiethatcher nswhealth got dipacc studying home walked library  wk download my…
",10.0%,10.0%
0,"hi chris chinauncensored could please make video urgently matter…
",0.0%,0.0%
0,"way back us masks yet driver mask chin asked wa…
",-50.0%,50.0%
0,"oki ling awesome thankyouchan saturdaymorning fgc tekken  twitchtv
",90.0%,90.0%
0,"never thought would live something i’m living pandemic masks new normal r…
",40.0%,40.0%
0,"playyourpart wearamask facecovering controlthevirus shops  newprofilepic…
",10.0%,10.0%
0,"remdesivir severe versus cohort receiving standard care clinical infectious diseases oxford a…
",-30.0%,30.0%
0,"china virus
",-80.0%,80.0%
0,"hard bbc presenter trying defend government doctor handing butt o…
",-70.0%,70.0%
0," guys new video  watch share subscribe onlineclasses…
",20.0%,20.0%
0,"chouhanshivraj tests positive
",60.0%,60.0%
0," self isolating belgrave morning
",-10.0%,10.0%
0,"help slow spread identify risk cases sooner selfreporting symptoms daily even y…
",50.0%,50.0%
0,"income inequality bitcoin cryptocurrencies fix btc crypto…
",0.0%,0.0%
0,"fresh cases continue emerge testing centre samples established de…
",30.0%,30.0%
0,"you’re looking extremely underground artist semiprofessional sound go check music …
",-40.0%,40.0%
0,"global crisis feeding widening existing inequalities tech billionaires soaring ahead m…
",-30.0%,30.0%
0,"bullht coin isnt worth jack nuclear exchange pcs erased hell biological one…
",-70.0%,70.0%
0,"polish movie resistance fighter  nengi dora nigeria lucy bbnaijia…
",20.0%,20.0%
0,"five requirements reenter home ready apply exemption gortt pnm…
",0.0%,0.0%
0,"hot stuff cant get enough rollingstones stones vinyl vinylrevival vinylrecords vinylcollection music…
",80.0%,80.0%
0,"climatechange migration terrorism  governed crisis worldwide…
",-20.0%,20.0%
0,"world    new cases   new deaths    cases   dea…
",10.0%,10.0%
0,"chouhanshivraj koi baat nhi mama shardi jhukham hi h   hope fightback become h…
",-50.0%,50.0%
0,"bbcbreakfast stop feckin defending toryshambles toryliars mismanagement
",-70.0%,70.0%
0," worst still come failing conservatives leadership brexit brexiteu brexitsham…
",-80.0%,80.0%
0,"donald play wolf eat chalk sweeten voice deceased  us dont take responsibilit…
",-70.0%,70.0%
0,"srinagar regal chowk market wears deserted look lockdown continues parts kashmir valley…
",-50.0%,50.0%
0,"don’t worry im covidfriendly maskup mask twintails pigtails glassesgirls hair heels nerd…
",-20.0%,20.0%
0,"health crisis requires multifaceted response stakes alltime high hence failure option azmin ali
",-60.0%,60.0%
0,"jezzyjeffe  pejames influence politicians campaign together wmc…
",-80.0%,80.0%
0,"hideous shameful dreadful deceitful parts new fake “guidelines” written inexperienced non…
",-80.0%,80.0%
0,"shufflepaw rte think nicolasturgeon watching crawls back nightclubs full o…
",-30.0%,30.0%
0,"nurses midwives community healthcare workers play big role ensuring health mom baby must be…
",50.0%,50.0%
0,"realtalk i’ve seen enough family die hospital get feel i’m need ventilator…
",-20.0%,20.0%
0,"normal  years ago many waspi women enough ni contributions …
",-30.0%,30.0%
0,"guys sorry radio silence bit hectic work able sleep tune ton…
",-20.0%,20.0%
0,"it’s funny us break social distancing rules one way another yet give people shit
",-50.0%,50.0%
0,"new data   edt
",0.0%,0.0%
0,"tn chief secretary instructed district collectors coordinate ensure death reports are…
",-20.0%,20.0%
0,"emilyleedham saskboy anyone gives pushback tell canada  worst county the…
",-80.0%,80.0%
0,"positive time areas life begin reopen lockdown healthy…
",80.0%,80.0%
0,"“wear mask nose” drianweissman
",0.0%,0.0%
0,"lockdown mp chief minister shivraj singh chouhan tests positive madhya pradesh chie…
",10.0%,10.0%
0,"discussions also ongoing advance proposal create apec subfund apec cooperation combating…
",30.0%,30.0%
0,"lockdown mathura km medical college students oppose fee hike amid pandemic kris…
",-70.0%,70.0%
0,"mental health check🥰 quarantinelife
",0.0%,0.0%
0,"bbc news obesity increases risks experts rocket scien…
",-30.0%,30.0%
0,"last updated   cases  deaths  corona…
",-10.0%,10.0%
0,"punebased mylab scaled production development pathodetect testing kit help of…
",0.0%,0.0%
0,"meet destiny killer bbnaijia  alreadyvideo rihannaxtiwa laimohammed…
",20.0%,20.0%
0,"need research laboratories papadwalisarkar minister arjun ram meghwal claims pap…
",-70.0%,70.0%
0,"public health emergency operation centre live  mobile team guard responding health…
",0.0%,0.0%
0,"lot support available government businesses struggling coronaviru…
",50.0%,50.0%
0,"good morning donjazzy  please support longrich business sponsoring  interested people…
",10.0%,10.0%
0,"researchers identify  predisposes elderly patients severe inviting current relevant scop…
",50.0%,50.0%
0,"colorado teacher shares emotional warning socially distanced learning  click li…
",0.0%,0.0%
0,"heathrownoise woken  you’re allowing imports asia noise ear piercing now…
",-60.0%,60.0%
0,"wishing everyone safe happy weekend stayblessed catsoftwitter dogsoftwitter 
",90.0%,90.0%
0,"presence genetic variants among young men severe allergy clinical immunology jama jama n…
",0.0%,0.0%
0," storm salary don’t know it’s coming  menstrual salary comes month an…
",-40.0%,40.0%
0,"nasirramon mbuhari possible telling us noise nigeria a…
",-50.0%,50.0%
0,"shivraj singh chouhan madhya pradesh chief minister tests positive
",50.0%,50.0%
0,"israels supreme court ruled palestinian prisoners right social distancing protection c…
",-20.0%,20.0%
0,"excellent job bannnorwichwest team gym protocol nice safe cleaning point…
",90.0%,90.0%
0,"uk jobs data  jobs apprenticeships • risk  • planned  • saved  • furloug…
",0.0%,160.0%
0,"refreshed data tool
",60.0%,60.0%
0,"joke vaccine china would steal
",-80.0%,80.0%
0,"etcio tata technologies puts  employees bench wake pandemic indianitfirms…
",-40.0%,40.0%
0,"focus bright side
",10.0%,10.0%
0,"new tshirt prints available book soon
",60.0%,60.0%
0,"theview firemeganmccanin expert everything come job day deal mentally ill patients an…
",-10.0%,10.0%
0,"sink swim challenger brand mentality keeping startups afloat read f…
",-30.0%,30.0%
0," aerosol data indicates wear masks furthermore remember mask also found reduce…
",0.0%,0.0%
0,"study identifies  existing drugs could treat
",10.0%,10.0%
0,"obesity trending uk it’s contributed experience undesirable ways uk usa borne b…
",-80.0%,80.0%
0,"opened july  hotels state see  occupancy hrawi lockdown hotels restaurants …
",-40.0%,40.0%
0,"okay either alcohol ban job loss cant act wiseup
",-50.0%,50.0%
